Model,MTL,Tasks,Learning Rate,MTL HPO,Seed,Best Epoch,Best Validation Loss,NEXT_ACTIVITY,NEXT_TIME,REMAINING_TIME
CNN,GLS,"('next_activity', 'next_time', 'remaining_time')",0.001,None,123,21.0,15.2826,0.4515,1.534,12.3252
CNN,GradDrop,"('next_activity', 'next_time', 'remaining_time')",0.001,None,42,31.0,16.2518,0.4002,1.6092,12.5828
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,0.3,2025,50.0,14.9435,0.4552,1.6611,12.5849
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.001,1.5,42,5.0,28.4591,0.3822,2.5245,15.611
CNN,GLS,"('next_activity', 'next_time', 'remaining_time')",0.001,None,2025,25.0,14.8889,0.4554,1.6599,12.5706
CNN,DWA,"('next_activity', 'next_time', 'remaining_time')",0.001,None,123,41.0,16.5648,0.4207,1.6884,13.2779
CNN,UW_O,"('next_activity', 'next_time', 'remaining_time')",0.001,None,123,13.0,15.2777,0.452,1.5335,12.3232
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.001,0.5,123,5.0,30.6759,0.3413,2.5314,15.9172
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,0.7,123,27.0,20.1063,0.4002,2.0892,252.3467
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,0.7,42,15.0,16.855,0.4141,1.8999,12.9454
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,15.0,123,75.0,15.3249,0.4123,1.5362,12.2859
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,0.3,123,66.0,15.3286,0.4122,1.537,12.3065
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.001,2.0,123,14.0,27.8984,0.346,2.5201,15.886
CNN,EW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,2025,3.0,28.7824,0.4099,2.6542,16.3231
CNN,RLW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,123,39.0,18.9696,0.4397,1.543,15.9443
CNN,PCGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,None,42,50.0,15.4332,0.4551,1.543,12.009
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,10.0,42,58.0,15.4626,0.4134,1.5443,11.9868
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,7.0,123,56.0,18.969,0.449,1.541,15.9443
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.001,0.5,42,2.0,29.2895,0.3248,2.5266,15.6448
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,0.1,42,2.0,29.3306,0.2978,2.5216,15.6205
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,20.0,123,15.0,21.1291,0.4295,2.5121,15.8873
CNN,Nash_MTL,"('next_activity', 'next_time', 'remaining_time')",0.001,None,2025,26.0,14.8882,0.4549,1.6593,12.5416
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,7.0,2025,5.0,28.7873,0.3398,2.6559,16.3133
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,15.0,42,43.0,19.0179,0.455,1.5479,15.6775
CNN,UW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,2025,3.0,26.3554,0.3747,4.3424,16.3156
CNN,PCGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,None,2025,3.0,29.114,0.3349,2.9384,16.3294
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,1.0,123,44.0,16.5901,0.396,1.6632,13.2557
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,0.9,123,59.0,15.3391,0.4418,1.5378,12.3409
CNN,PCGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,None,123,14.0,22.9647,0.3653,2.5231,15.9045
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.001,1.5,123,10.0,31.2871,0.3934,3.0966,15.895
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.001,2.0,2025,3.0,27.9158,0.3822,2.6543,16.3039
CNN,EW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,42,7.0,26.3086,0.3936,2.5293,15.6
CNN,RLW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,2025,66.0,14.9499,0.4134,1.6633,12.5487
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,3.0,2025,53.0,14.9365,0.4135,1.6628,12.5354
CNN,EW,"('next_activity',)",0.001,None,42,13.0,1.5489,0.4509,,
CNN,EW,"('next_activity',)",0.001,None,2025,14.0,1.5485,0.4553,,
CNN,EW,"('next_activity',)",0.001,None,123,16.0,1.5483,0.4519,,
CNN,EW,"('next_time',)",0.001,None,123,6.0,2.5964,,2.5319,
CNN,EW,"('next_time',)",0.001,None,2025,4.0,2.5766,,2.656,
CNN,EW,"('next_time',)",0.001,None,42,8.0,2.6805,,2.5419,
CNN,EW,"('remaining_time',)",0.001,None,123,4.0,15.7841,,,15.9396
CNN,EW,"('remaining_time',)",0.001,None,2025,1.0,15.4176,,,16.3305
CNN,EW,"('remaining_time',)",0.001,None,42,6.0,15.75,,,15.6355
CNN,IMTL,"('next_activity', 'next_time', 'remaining_time')",0.001,None,42,,,,,
CNN,IMTL,"('next_activity', 'next_time', 'remaining_time')",0.001,None,2025,,,,,
CNN,IMTL,"('next_activity', 'next_time', 'remaining_time')",0.001,None,123,,,,,
