MTL,Duration
STL,3.9850217152281475
EW,2.4634698795180725
DWA,4.376600000000001
RLW,2.7078529411764705
UW,3.435896103896104
UW_SO,2.654345864661654
UW_O,3.906136363636364
GLS,3.4004150943396225
GradDrop,2.5955581395348837
CAGrad,5.033454545454546
PCGrad,3.6767
GradNorm,3.7411239669421485
IMTL,3.1737831325301205
Nash_MTL,3.633087272727272
