Model,MTL,Tasks,Learning Rate,MTL HPO,NEXT_ACTIVITY_mean,NEXT_ACTIVITY_std,NEXT_TIME_mean,NEXT_TIME_std,REMAINING_TIME_mean,REMAINING_TIME_std,Best Epoch_mean
CNN,Scalarization,"('next_activity', 'next_time', 'remaining_time')",0.001,"[0.2, 0.2, 0.6]",0.8610000000000001,0.00327414110874905,1.1366666666666667,0.06156048516161429,5.442233333333333,0.28893806141339945,56.333333333333336
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,15.0,0.8621333333333334,0.007574518686578951,1.1140999999999999,0.07884548179826159,5.574633333333334,0.19265952697267077,44.333333333333336
CNN,DWA,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.8611,0.010456098698845541,1.1075333333333333,0.07750769854236,5.502433333333333,0.19412934691419897,35.0
CNN,RLW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.863,0.010331989159885898,1.1138000000000001,0.07872096290061487,5.6016,0.21279999999999974,45.333333333333336
CNN,GradDrop,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.8558,0.01786812804968672,1.1301333333333334,0.060993797498871384,5.655366666666667,0.22684535113890564,28.666666666666668
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,0.1,0.8596333333333334,0.009151138362702907,1.1105,0.06626333827992674,5.626333333333332,0.13873342543645786,29.333333333333332
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.001,1.5,0.8666,0.012124768039018331,1.0950333333333333,0.08831343801105991,5.612233333333333,0.08182446659363743,40.333333333333336
CNN,Nash_MTL,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,0.8463333333333334,0.0065515901377706945,1.1436666666666666,0.07299331019575242,5.700099999999999,0.11786428636359719,91.66666666666667
CNN,IMTL,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.8591000000000001,0.003148015247739415,1.1237666666666666,0.09907741081262338,5.893666666666667,0.25947950464985275,27.666666666666668
CNN,UW_O,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.8553000000000001,0.011476497723608849,1.1206333333333334,0.0694108300867619,5.975366666666666,0.04067743026954068,29.333333333333332
CNN,EW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.8604333333333334,0.01126469410740182,1.1007,0.04607938801676948,5.4691,0.13809044137810572,55.333333333333336
CNN,GLS,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.8577,0.016034649980588903,1.1470666666666667,0.07944811724221867,5.8813666666666675,0.12085103778343523,35.333333333333336
CNN,PCGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.8607999999999999,0.008022468448052607,1.1222666666666667,0.08518229471746665,5.619600000000001,0.3287433497426223,30.0
CNN,UW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.8611,0.01482531618549834,1.1201999999999999,0.07314143832329255,5.670566666666667,0.17515040203588875,25.666666666666668
CNN,UW_SO,"('next_time', 'remaining_time')",0.001,5.0,,,1.1300333333333332,0.06011999112885282,5.4913,0.1295417693255732,41.0
CNN,DWA,"('next_time', 'remaining_time')",0.001,None,,,1.1647999999999998,0.06849605828075071,5.5502666666666665,0.23792438574751737,28.333333333333332
CNN,RLW,"('next_time', 'remaining_time')",0.001,None,,,1.1529666666666667,0.10006669442593434,5.615533333333333,0.1841988418349403,33.333333333333336
CNN,GradDrop,"('next_time', 'remaining_time')",0.001,None,,,1.1466666666666667,0.07218894190479129,5.6021,0.12484806766626406,30.666666666666668
CNN,CAGrad,"('next_time', 'remaining_time')",0.001,0.1,,,1.1291333333333335,0.08950376155968717,5.4512,0.29580802896473257,34.333333333333336
CNN,GradNorm,"('next_time', 'remaining_time')",0.001,1.5,,,1.1417,0.0828105669585711,5.5870999999999995,0.11985019816420804,40.0
CNN,Nash_MTL,"('next_time', 'remaining_time')",0.0001,None,,,1.1942333333333333,0.10174538482571735,5.6992666666666665,0.16124733589530538,88.0
CNN,IMTL,"('next_time', 'remaining_time')",0.001,None,,,1.1106666666666667,0.07827837078870077,5.672533333333334,0.19575986139485582,28.333333333333332
CNN,UW_O,"('next_time', 'remaining_time')",0.001,None,,,1.1034666666666666,0.0719579275224997,5.718966666666667,0.14078470560871809,33.666666666666664
CNN,EW,"('next_time', 'remaining_time')",0.001,None,,,1.1314666666666666,0.09359435524289557,5.463666666666666,0.2468890506550123,45.333333333333336
CNN,GLS,"('next_time', 'remaining_time')",0.001,None,,,1.1054000000000002,0.08867530659659435,5.702866666666666,0.18381464395780134,34.333333333333336
CNN,PCGrad,"('next_time', 'remaining_time')",0.001,None,,,1.1331,0.07177158211994496,5.526433333333333,0.10910006110600161,38.333333333333336
CNN,UW,"('next_time', 'remaining_time')",0.001,None,,,1.1595333333333333,0.10006059830589331,5.621133333333333,0.20397721277959804,41.666666666666664
CNN,Scalarization,"('next_activity', 'remaining_time')",0.001,"[0.2, 0.8]",0.848,0.01398713694792467,,,5.4212,0.1520423296322446,63.333333333333336
CNN,UW_SO,"('next_activity', 'remaining_time')",0.001,20.0,0.8596333333333334,0.012067034985170694,,,5.613466666666667,0.18095398125858775,44.333333333333336
CNN,DWA,"('next_activity', 'remaining_time')",0.001,None,0.8550333333333334,0.00450592202921154,,,5.427733333333333,0.14802372557577856,47.0
CNN,RLW,"('next_activity', 'remaining_time')",0.001,None,0.8640666666666666,0.014718129410129954,,,5.5351,0.12524324333072803,43.333333333333336
CNN,GradDrop,"('next_activity', 'remaining_time')",0.001,None,0.8608000000000001,0.02318253653075947,,,5.557033333333333,0.22839383383386963,35.333333333333336
