MTL,Duration
STL,12.135952125215802
EW,12.283152000000001
DWA,19.13036231884058
RLW,10.257835135135137
UW,12.803738297872341
UW_SO,14.001920212765956
UW_O,7.5624393939393935
GLS,8.44692
GradDrop,9.215427320490369
CAGrad,14.154651282051283
PCGrad,13.230581632653061
GradNorm,25.488646464646468
IMTL,13.804681528662421
Nash_MTL,13.82049014778325
