Model,MTL,Tasks,Learning Rate,MTL HPO,NEXT_ACTIVITY_mean,NEXT_ACTIVITY_std,NEXT_TIME_mean,NEXT_TIME_std,REMAINING_TIME_mean,REMAINING_TIME_std,Best Epoch_mean
LSTM,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,15.0,0.5790666666666667,0.013804467875776074,1.1376,0.10790903576624157,18.782833333333333,1.2499019214855767,93.0
LSTM,DWA,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.5773,0.01865984994580613,1.1569666666666667,0.0877374112527452,18.9738,1.3855124250615731,95.0
LSTM,RLW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.5823666666666667,0.00360878557597057,1.2347333333333335,0.08377424027308948,19.254366666666666,1.7580773655710755,93.66666666666667
LSTM,GradDrop,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.5688,0.006934695379034329,1.173,0.05209500935790306,18.8797,1.478857670636362,98.66666666666667
LSTM,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,0.3,0.5925333333333334,0.015012439286582722,1.2606333333333335,0.10728524284976636,19.095166666666668,1.2154427766593257,80.33333333333333
LSTM,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.001,2.0,0.5798,0.012468760964907472,1.2554333333333334,0.06875764199951395,18.7119,0.8052711592997729,98.66666666666667
LSTM,Nash_MTL,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.5794,0.005521775076911388,1.0990333333333333,0.10332677936204793,18.6645,1.7987191025838354,81.33333333333333
LSTM,IMTL,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.5975666666666667,0.00483356321292413,1.4943666666666668,0.11913262917158064,20.316266666666667,1.0110518005193059,82.33333333333333
LSTM,EW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.5759,0.011376730637577723,1.1801000000000001,0.14005313277467227,18.5772,1.3458367917396237,100.33333333333333
LSTM,GLS,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.6066666666666666,0.013625833307850723,1.5584666666666667,0.02077530585414643,22.546400000000002,2.0674203515492438,109.66666666666667
LSTM,PCGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.5881,0.005950630218724747,1.2469000000000001,0.15524667468258382,18.933400000000002,1.5720711084426184,84.0
LSTM,UW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.603,0.014228141129465953,1.6191333333333333,0.03522077985129425,23.21223333333333,0.780901673281173,72.33333333333333
LSTM,UW_O,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.6014666666666667,0.002437895267096851,1.4874,0.06474187207673246,22.046733333333332,1.7138942509190405,94.33333333333333
LSTM,UW_SO,"('next_time', 'remaining_time')",0.001,5.0,,,1.1980000000000002,0.07205643621495567,19.051733333333335,1.091399598375103,111.33333333333333
LSTM,DWA,"('next_time', 'remaining_time')",0.001,None,,,1.1824666666666668,0.06827696048692658,19.304733333333335,1.3224728100544583,82.33333333333333
LSTM,RLW,"('next_time', 'remaining_time')",0.001,None,,,1.227,0.24265885518562896,19.2142,1.4084793111721587,129.0
LSTM,GradDrop,"('next_time', 'remaining_time')",0.001,None,,,1.1861333333333335,0.08181750016551065,19.411133333333336,1.3223710686994516,77.66666666666667
LSTM,CAGrad,"('next_time', 'remaining_time')",0.001,0.1,,,1.1045,0.10715768754503803,18.6962,1.0239413996904314,115.66666666666667
LSTM,GradNorm,"('next_time', 'remaining_time')",0.001,1.5,,,1.2213666666666667,0.11861282954779108,19.530266666666666,1.674951033115098,95.0
LSTM,Nash_MTL,"('next_time', 'remaining_time')",0.001,None,,,1.0533333333333335,0.15844539543114952,18.565766666666665,1.280949789544202,118.0
LSTM,IMTL,"('next_time', 'remaining_time')",0.001,None,,,1.3578999999999999,0.11682961953203483,19.834500000000002,0.9854579798246078,107.66666666666667
LSTM,EW,"('next_time', 'remaining_time')",0.001,None,,,1.2368666666666666,0.14139424787923074,20.06126666666667,1.5750726374784536,85.0
LSTM,GLS,"('next_time', 'remaining_time')",0.001,None,,,1.5652666666666668,0.0914457398315161,24.995966666666664,2.4058828656718383,78.66666666666667
LSTM,PCGrad,"('next_time', 'remaining_time')",0.001,None,,,1.1020666666666667,0.19655966863355598,18.8367,1.1702696398693775,103.0
LSTM,UW,"('next_time', 'remaining_time')",0.0001,None,,,1.7772333333333332,0.15029292509407535,24.712433333333333,1.360612738193103,111.66666666666667
LSTM,UW_O,"('next_time', 'remaining_time')",0.001,None,,,1.5444333333333333,0.09985676408402852,23.856066666666667,0.9333603609181899,73.33333333333333
LSTM,UW_SO,"('next_activity', 'next_time')",0.001,3.0,0.6074666666666667,0.010571817882149337,1.5832333333333333,0.07617285168177276,,,10.333333333333334
LSTM,DWA,"('next_activity', 'next_time')",0.001,None,0.6042,0.014003213916812076,1.5665333333333333,0.01922559058477355,,,10.333333333333334
LSTM,RLW,"('next_activity', 'next_time')",0.01,None,0.5917,0.03088251932728287,1.5848333333333333,0.06624744020211903,,,11.333333333333334
LSTM,GradDrop,"('next_activity', 'next_time')",0.01,None,0.5984333333333334,0.011163482132978648,1.6097666666666666,0.08265315077680539,,,17.0
LSTM,CAGrad,"('next_activity', 'next_time')",0.01,0.5,0.6017333333333333,0.020241129744491406,1.5662333333333336,0.047525186305088084,,,10.666666666666666
LSTM,GradNorm,"('next_activity', 'next_time')",0.01,1.5,0.6033666666666666,0.01726045576841275,1.6276333333333335,0.025205224326185462,,,10.0
