MTL,Duration
STL,3.5507899357399357
EW,5.850600000000002
DWA,9.858458598726115
RLW,6.702225806451613
UW,5.488208333333334
UW_SO,4.402516483516484
UW_O,6.247705479452057
GLS,7.1166986301369874
GradDrop,5.101417322834646
CAGrad,6.601249999999999
PCGrad,5.321810526315789
GradNorm,7.702327433628319
IMTL,6.503212765957447
Nash_MTL,7.698845637583892
