MTL,Duration
STL,14.735299394752928
EW,19.619490774907753
DWA,19.654665441176466
RLW,21.573949640287765
UW,26.6589737704918
UW_SO,14.499360360360361
UW_O,17.884444029850748
GLS,21.513102127659575
GradDrop,12.005324999999997
CAGrad,28.840617100371745
PCGrad,14.94949019607843
GradNorm,15.234830357142856
IMTL,22.53783333333333
Nash_MTL,27.240966442953027
