Model,MTL,Tasks,Learning Rate,MTL HPO,NEXT_ACTIVITY_mean,NEXT_ACTIVITY_std,NEXT_TIME_mean,NEXT_TIME_std,REMAINING_TIME_mean,REMAINING_TIME_std,Best Epoch_mean
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,0.1,0.7943000000000001,0.006650563885867195,6.758233333333333,0.021716660271168413,18.631433333333334,0.1771194323989693,45.333333333333336
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.001,2.0,0.7976333333333333,0.007791234390860901,6.785799999999999,0.12928955874315606,18.7848,0.3088004371758575,40.333333333333336
CNN,Nash_MTL,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.7802333333333333,0.004758501164582526,6.900033333333333,0.08601350669129451,18.967,0.13932024260673728,26.666666666666668
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,1.0,0.8052,0.006928924880528009,6.752933333333334,0.047857113717119884,18.7711,0.19933933380043023,47.666666666666664
CNN,EW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.7770666666666667,0.0060698709486556425,6.800233333333334,0.02561373329550615,18.785466666666665,0.1254442239935074,35.0
CNN,DWA,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.7768,0.006550572494064925,6.763933333333333,0.05763066313459614,18.826133333333335,0.22625397970717145,25.666666666666668
CNN,GradDrop,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.7767333333333334,0.003274650108535763,6.849,0.027350137111173782,18.7358,0.1007076958330416,33.0
CNN,UW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.8113666666666667,0.0021825062046494253,6.820333333333333,0.04828937081111458,19.004666666666665,0.10408709494136882,41.666666666666664
CNN,IMTL,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.8052,0.006683561924602787,6.772766666666667,0.12312044238603621,19.173066666666667,0.047849381744525465,30.666666666666668
CNN,UW_O,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.8151333333333334,0.00448367408866133,6.850933333333333,0.020400326794768414,19.414266666666666,0.28353850414596776,47.333333333333336
CNN,RLW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.7639333333333332,0.0067899435441933454,6.8201,0.1281981279114478,19.020833333333332,0.22496916084950963,31.333333333333332
CNN,GLS,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.8126000000000001,0.005150728103870307,6.882000000000001,0.01185073837361976,19.3936,0.2321437485697166,40.333333333333336
CNN,PCGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.7919,0.005663038053907151,6.777233333333332,0.11755008861474041,18.666166666666665,0.12381293685771919,41.666666666666664
CNN,EW,"('next_time',)",0.001,None,,,6.8678,0.0830644930159695,,,23.333333333333332
CNN,EW,"('next_activity',)",0.001,None,0.4725333333333333,0.005107184482014854,,,,,31.0
CNN,EW,"('remaining_time',)",0.001,None,,,,,18.8123,0.2599871342970652,32.666666666666664
