Model,MTL,Tasks,Learning Rate,MTL HPO,NEXT_ACTIVITY_mean,NEXT_ACTIVITY_std,NEXT_TIME_mean,NEXT_TIME_std,REMAINING_TIME_mean,REMAINING_TIME_std,Best Epoch_mean
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,0.5,0.8484333333333334,0.006361079572944535,1.1848,0.07946816972851459,6.3745,0.3613019927982683,35.666666666666664
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.001,1.5,0.8437,0.011039474625180306,1.1608,0.056001071418322064,6.199366666666667,0.25832871178661715,58.333333333333336
CNN,Nash_MTL,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.8442333333333334,0.010864774886454537,1.1760666666666666,0.0679801686768525,6.130466666666667,0.2559695359478028,48.666666666666664
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,20.0,0.8441666666666667,0.011259366471224493,1.1672333333333331,0.07046277977296482,6.110266666666667,0.12459283018429793,57.666666666666664
CNN,EW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.8461333333333334,0.014533180427330256,1.1682333333333332,0.0730535648228979,6.072933333333334,0.3217816702879971,54.666666666666664
CNN,DWA,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.8464999999999999,0.013772073191789228,1.1614666666666666,0.07572320208055998,6.085266666666667,0.32372044009196144,54.333333333333336
CNN,GradDrop,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.8455333333333334,0.013482334120371468,1.1716333333333333,0.07306889443075845,6.089300000000001,0.2844124997253111,54.666666666666664
CNN,UW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.8334,0.021026649756915584,1.1725,0.08635178052593942,6.560233333333334,0.1922058358461925,28.0
CNN,IMTL,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.8453333333333334,0.009744913202965652,1.1814333333333333,0.0706265058836505,6.609133333333333,0.29762744049118406,21.666666666666668
CNN,UW_O,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.8344333333333332,0.01260568654748062,1.2068666666666668,0.09857262973733291,6.6749,0.19705623562830998,14.0
CNN,RLW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.8447,0.019508716000803297,1.1666999999999998,0.09867071500703747,6.283733333333333,0.29570468940030925,53.666666666666664
CNN,GLS,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.844,0.022100000000000043,1.1964666666666668,0.1006758329160148,6.6565666666666665,0.23669400781036554,19.0
CNN,PCGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,None,0.8417,0.018627667594199763,1.1881666666666668,0.10015150190253432,6.1677333333333335,0.4769512798319483,55.333333333333336
CNN,EW,"('next_time',)",0.001,None,,,1.1543666666666665,0.09256399588032764,,,18.333333333333332
CNN,EW,"('next_activity',)",0.001,None,0.32583333333333336,0.03610780155774278,,,,,48.333333333333336
CNN,EW,"('remaining_time',)",0.001,None,,,,,6.036366666666666,0.3111599642199063,44.333333333333336
