Model,MTL,Tasks,Learning Rate,MTL HPO,Seed,Best Epoch,Best Validation Loss,NEXT_ACTIVITY,NEXT_TIME,REMAINING_TIME
CNN,UW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,2025,19,8.4802,0.8472,1.1214,6.3454
CNN,PCGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,None,2025,75,7.7889,0.8519,1.1062,5.7017
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,1.0,123,14,8.2033,0.8208,1.1639,6.909
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,0.9,123,20,7.9934,0.8524,1.1296,6.8472
CNN,PCGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,None,123,79,7.5084,0.853,1.1585,6.1466
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.001,1.5,123,38,7.6586,0.853,1.131,6.4285
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.001,2.0,2025,31,8.3064,0.8438,1.1213,6.1599
CNN,EW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,42,38,7.7493,0.8306,1.2516,6.327
CNN,RLW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,2025,71,7.919,0.8617,1.1073,5.9848
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,3.0,2025,38,8.3007,0.8594,1.1182,6.1917
CNN,IMTL,"('next_activity', 'next_time', 'remaining_time')",0.001,None,123,24,7.9155,0.8559,1.1494,6.9338
CNN,EW,"('next_activity',)",0.001,None,42,48,1.8069,0.3595,,
CNN,EW,"('next_activity',)",0.001,None,2025,42,1.7596,0.3303,,
CNN,EW,"('next_activity',)",0.001,None,123,55,1.8148,0.2877,,
CNN,EW,"('next_time',)",0.001,None,123,23,1.3042,,1.1223,
CNN,EW,"('next_time',)",0.001,None,2025,22,1.2096,,1.0821,
CNN,EW,"('next_time',)",0.001,None,42,10,1.0666,,1.2587,
CNN,EW,"('remaining_time',)",0.001,None,123,47,5.9257,,,6.1547
CNN,EW,"('remaining_time',)",0.001,None,2025,61,6.344,,,5.6834
CNN,EW,"('remaining_time',)",0.001,None,42,25,6.2207,,,6.271
