Model,MTL,Tasks,Learning Rate,MTL HPO,Seed,Best Epoch,Best Validation Loss,NEXT_ACTIVITY,NEXT_TIME,REMAINING_TIME
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.0001,0.3,2025,154.0,7.8109,0.7772,0.6038,6.5424
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.0001,0.9,123,65.0,8.0729,0.7806,0.591,6.7536
CNN,RLW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,42,49.0,8.196,0.7755,0.6339,6.9007
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,0.5,123,23.0,8.1837,0.7826,0.5907,6.901
CNN,DWA,"('next_activity', 'next_time', 'remaining_time')",0.001,None,123,30.0,8.1788,0.775,0.5998,6.8734
CNN,GLS,"('next_activity', 'next_time', 'remaining_time')",0.001,None,2025,18.0,8.2319,0.7803,0.6183,6.9589
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,5.0,123,116.0,7.8448,0.7754,0.5882,6.5144
CNN,DWA,"('next_activity', 'next_time', 'remaining_time')",0.001,None,2025,54.0,8.1244,0.7793,0.6245,6.8363
CNN,Nash_MTL,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,123,139.0,7.7913,0.7734,0.592,6.438
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.0001,0.7,123,106.0,7.9797,0.7784,0.5811,6.6474
CNN,EW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,2025,52.0,8.1238,0.78,0.6272,6.8181
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.0001,1.5,2025,172.0,7.8037,0.7753,0.602,6.5098
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.001,1.0,123,27.0,8.1709,0.7828,0.5892,6.8917
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,20.0,42,115.0,7.7892,0.772,0.6109,6.4904
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,20.0,123,162.0,7.7241,0.7725,0.5908,6.3772
CNN,EW,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,123,177.0,7.69,0.7711,0.5966,6.3673
