Model,MTL,Tasks,Learning Rate,MTL HPO,Seed,Best Epoch,Best Validation Loss,NEXT_ACTIVITY,NEXT_TIME,REMAINING_TIME
CNN,GradDrop,"('next_activity', 'next_time', 'remaining_time')",0.001,None,42,50,14.31,0.7514,6.0099,7.7675
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,0.3,2025,44,14.8928,0.7696,6.0228,7.5952
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.001,1.5,42,52,14.4355,0.7639,6.1249,7.8363
CNN,GLS,"('next_activity', 'next_time', 'remaining_time')",0.001,None,2025,75,14.851,0.7687,5.9885,7.6922
CNN,DWA,"('next_activity', 'next_time', 'remaining_time')",0.001,None,123,27,14.0868,0.7622,6.1903,7.6257
CNN,UW_O,"('next_activity', 'next_time', 'remaining_time')",0.001,None,123,48,13.9071,0.7714,6.1225,7.5466
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.001,0.5,123,48,14.2073,0.7702,6.1611,7.7947
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,0.7,123,58,14.2357,0.7744,6.1286,7.8599
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,0.7,42,52,14.2824,0.7633,6.0371,7.8105
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,15.0,123,28,14.0236,0.76,6.1914,7.5914
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,0.3,123,40,14.1917,0.7723,6.1016,7.8086
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.001,2.0,123,44,14.1825,0.7729,6.1669,7.7461
CNN,EW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,2025,61,14.8533,0.7636,6.0005,7.5789
CNN,RLW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,123,51,14.2828,0.7633,6.1918,7.8884
CNN,PCGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,None,42,48,14.2576,0.7541,5.9934,7.7333
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,10.0,42,62,14.3332,0.7543,6.0268,7.7483
CNN,IMTL,"('next_activity', 'next_time', 'remaining_time')",0.001,None,2025,61,14.7829,0.7688,5.9723,7.4977
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,7.0,123,54,13.9724,0.7678,6.1922,7.5538
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.001,0.5,42,38,14.5049,0.7584,6.0648,7.8942
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,0.1,42,48,14.249,0.7531,6.048,7.7074
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,20.0,123,60,13.814,0.7597,6.1767,7.4556
CNN,Nash_MTL,"('next_activity', 'next_time', 'remaining_time')",0.001,None,2025,46,15.0083,0.7681,5.9566,7.7547
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,7.0,2025,43,14.8787,0.769,5.9628,7.6114
